EST1,EST2,EST3,SST1,SST2,SST3,BEQ1,BEQ2,BEQ3,BEQ4,BEQ5,BEQ6,BEQ7,BEQ8,BEQ9,BEQ10,RVL1,RVL2,RVL3,RVL4,RVL5,COR1,COR2,COR3,COR4,COR5,COR6,COR7,COR8,COR9,ICT1,ICT2,ICT3,ICT4,SUS1,SUS2,SUS3,SUS4,SUS5,SUS6,SUS7,SUS8,SUS9,SUS10,SUS11,SUS12,SUS13,SUS14,SUS15,SUSA,SUSB,SUSC,QK
6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,6,6,6,6,6,7,7,7,7,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-2.842,-1.844,-4.848,Negocio
5,5,6,6,6,6,6,6,6,6,5,5,6,6,4,4,6,6,7,6,6,6,6,7,6,7,7,6,7,6,6,6,5,5,4,4,4,3,4,4,4,4,4,4,3,3,6,6,6,-1.911,-1.566,-0.552,Negocio
6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,7,7,6,6,6,5,5,6,6,6,6.093984962406015,6,6,6,4.981203007518797,5,4.481060606060606,5.5437262357414445,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,-0.657,0.091,-0.552,Ocio
4,3,3,5,4,3,5,4,4,3,3,4,3,4,4,4,6,5,6,5,5,6,6,6,6,6,6,6,6,6,5,5,5,6,5,5,5,6,6,6,5,6,7,5,5,5,6,6,6,-0.098,-0.177,-0.552,Ocio
4,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,7,7,6,6,6,4,5,6,6,6,6,7,5,6,4,5,5,4,6,6,6,6,5,5,6,6,6,5,6,5,5,6,6,0.189,0.11,-1.028,Negocio
6,6,6,6,6,6,6,6,6,5,5,5,4,5,4,4,7,7,6,6,6,5,6,6,6,6,5,5,6,7,4,4,3,4,6,6,6,5,5,5,5,5,6,4,5,4,6,6,6,-0.225,-0.723,-0.552,Ocio
6,6,6,6,7,7,7,7,4,4,4,6,5,5,4,4,7,7,5,6.2377358490566035,4,5.780769230769231,7,7,4,4,4,6,6,5.885496183206107,5,4,5,5.5437262357414445,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,1.378,0.656,0.88,Ocio
6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,5,6,6,6,7,7,6,6,6,4,4,5,5,5,4,5.8528301886792455,4,4,5,5,5,6,5,5,5,7,6,6,-0.924,-0.177,-0.076,Negocio
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,7,7,6,6,6,7,7,6,7,7,6,6,6,6,5,5,5,5,5,5,5,6,7,5,5,6,7,7,7,-0.506,0.091,0.88,Ocio
5,5,6,6,5,5,6,6,6,5,5,5,5,4,4,4,6,6,6,5,7,5,6,6,7,6,7,7,6,7,5,4,4,4,5,5,5,5,5,5,5,6,6,5,5,4,6,6,6,-0.506,-0.445,-0.552,Ocio
6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,5,6,6,6,6,6,7,6,6,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.399,1.489,0.88,Ocio
6,7,7,7,7,7,7,5,6,5,6,5,6,5,5,5,7,7,7,7,7,7,7,7,4,4,6,7,6,7,2,4,5,5,4,4,6,6,6,6,4,7,7,6,5,5.095057034220532,7,7,7,-0.136,0.126,0.88,Negocio
6,6,5,7,6,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,5,7,6,7,7,7,6,6,5,5,6,7,7,7,7,7,6,7,7,0.599,1.489,0.404,Negocio
4,6,4,6,6,5,6,4,4,4,3,6,1,3,3,3,7,7,7,7,7,7,6,7,6,6,6,7,5,6,5,6,5,6,5,5,6,6,7,6,6,6,7,5,5,5,7,7,7,0.298,-0.177,0.88,Negocio
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Negocio
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,5,5,6,5,7,5,5,4,5,7,7,5.8528301886792455,7,7,6,6,7,7,7,7,7,7,7,7,1.104,1.489,0.88,Negocio
6,7,3,7,7,7,7,7,7,6,6,6,6,5,5,5,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,5,7,7,6,7,7,7,7,7,7,7,7,5,7,5,7,7,7,1.399,0.398,0.88,Ocio
6,6,3,7,6,6,6,6,6,5,6,6,5,6,6,5,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Negocio
7,7,6,7,7,6,6,6,6,6,7,6,5,6,6,6,7,7,7,3,7,6,6,6,7,5,6,7,5,7,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,1.528,1.489,0.404,Negocio
5,6,4,7,5,7,7,7,5,1,3,5,5,4,4,4,7,7,7,7,7,6,7,7,5,7,7,7,5,7,5,5,4,6,5,5,7,5,5,5,5,7,7,7,5,7,7,7,7,-0.012,0.915,0.88,Ocio
3,7,7,7,7,6,7,7,5,2,7,2,5,5,5,5,7,7,7,7,7,7,7,5,7,7,7,7,7,7,6,5,5,7,2,1,5,3,5,6,1,7,7,7,7,7,7,7,7,-1.87,1.489,0.88,Negocio
5,5,5,4,5,5,7,3,3,3,4,6,4,3,3,3,7,7,7,7,7,5,6,6,7,5,6,6,7,7,6,5,4,5,4,6,6,5,7,7,7,6,7,6,5,5,6,6,6,0.365,0.101,-0.552,Negocio
3,5,7,7,7,7,7,5,5,1,1,3,7,2,3,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,3,5,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.399,1.489,0.88,Negocio
4,2,4,7,4,3,5,1,1,1,1,1,4,4,4,4,7,7,7,7,6,6,6,6,6,6,6,7,6,7,5,5,5,6,5,5,7,2,7,6,6,7,7,7,7,7,7,7,7,-0.027,1.489,0.88,Negocio
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,7,6,7,5,5,6,7,6,6,6,6,7,6,6,7,7,7,7,7,7,7,7,0.708,1.489,0.88,Negocio
5,5,3,6,5,4,5,5,5,5,5,5,2,3,2,3,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,5,7,6,6,5,6,7,6,4,6,7,6,6,6,6,7,6,0.182,0.656,-0.098,Negocio
4,4,5,6,6,6,6,5,5,4,4,6,4,4,5,5,6,5,6,6,6,5,6,5,6,6,4,7,6,5,4,4,4,6,6,6,6,7,7,7,4,7,7,7,7,7,7,5,7,0.792,1.489,-0.027,Negocio
6,6,4,6,6,5,6,6,6,5,6,6,6,6,6,6,7,7,7,7,7,6,6,7,7,7,7,7,6,7,5,5,5,7,4,5,7,6,7,5,6,6,6,6,6,4,6,7,7,0.215,0.12,0.404,Negocio
5,6,4,7,5,7,7,7,5,1,3,5,5,5,5,5,7,7,7,7,7,6,7,7,5,7,7,7,5,7,5,5,4,6,5,5,7,5,5,5,5,6.161654135338346,7,7,7,5,7,7,7,-0.138,0.953,0.88,Ocio
6,6,7,7,7,7,7,5,6,4,5,7,5,4,5,5,7,6,7,6,4,5,7,6,6,6,7,7,6,7,4,4,3,5,1,1,4,4,5,3,3,5,7,6,4,5,7,7,7,-2.483,-0.187,0.88,Ocio
6,5,5,7,6,4,6,5,5,2,2,4,4,4,4,4,7,6,4,6,6,5,6,6,7,4,6,5,5,6,3,3,3,6,6,5,5,4,6,5,5,6,6,5,5,6,6,6,5,-0.418,0.091,-1.054,Negocio
7,6,6,7,7,7,7,7,7,7,7,7,6,6,5,5,7,7,7,6,7,6,6,5,6,7,6,7,5,6,4,2,2,4,6,5,6,4,6,6,3,4,6,6,5,6,6,6,6,-0.625,0.369,-0.552,Ocio
6,6,6,6,6,6,6,5,4,4,4,6,6,6,6,6,7,7,7,7,7,7,6,7,6,7,6,6,6,7,7,6,6,6,7,7,7,7,7,6,6,6,7,6,6,6,6,6,6,1.151,0.656,-0.552,Negocio
5,5,4,7,4,4,7,6,6,5,5,6,4,4,4,4,7,6,6,7,6,7,6,7,7,7,6,7,5,7,5,5,4,7,7,6,7,6,6,6,5,7,7,6,5,7,7,7,7,0.785,0.637,0.88,Ocio
6,6,5,7,5,6,7,7,7,4,4,6,5,5,5,5,7,7,7,6,6,7,7,6,7,7,6,7,6,7,5,5,5,6,6,6,6,6,7,7,6,6,7,7,7,7,7,7,7,0.683,1.489,0.88,Ocio
3,4,2,7,6,5,6,6,6,6,4,6,1,6,6,6,1,1,1,1,1,2,2,5,3,3,3,7,1,3,4,4,3,3,2,2,3,2,4,4,3,1,3,3,3,4,3,3,3,-3.318,-1.576,-4.848,Ocio
7,6,6,6,6,6,7,7,2,2,2,2,1,3,6,6,7,7,7,7,6,7,7,6,7,6,7,6,5,7,6,6,6,7,5.318352059925093,6,6,5,6,6,6,6,7,6,3,6,6,7,7,0.186,-0.206,0.404,Ocio
7,7,7,7,7,7,7,4,4,3,6,3,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,4,5,5,5,6,5,7,7,6,7,7,7,7,7,7,7,7,0.412,1.489,0.88,Negocio
4,7,7,6,7,7,7,6,6,4,5,7,4,4,4,4,6,5,7,5,6,5,6,7,7,5,5,7,4,5,7,5,5,6,2,3,6,5,1,2,2,6,7,4,5,6,7,7,7,-2.149,-0.187,0.88,Negocio
6,5,7,7,5,6,7,5,6,6,5,7,3,5,5,5,7,7,7,7,7,7,7,7,7,7,6,7,5,7,5,5,5,7,5,1,3,4,1,1,1,4,6,5,4,4,7,7,7,-3.23,-0.733,0.88,Negocio
6,6,6,7,7,6,7,6,4,5,5,5,4,4,4,4,7,7,7,6,7,7,7,6,7,6,6,7,7,6,7,4,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,1.399,1.202,0.88,Ocio
6,5,6,6,6,4,7,4,4,4,2,2,4,4,4,4,7,6,7,7,7,2,5,7,4,4,6,5,2,7,1,1,1,2,6,6,6,6,7,7,7,7,7,5,5,6,7,7,7,0.935,0.091,0.88,Ocio
4,5,6,5,5,5,6,6,4,4,4,4,4,4,4,4,7,6,7,7,6,6,6,7,7,7,6,7,6,6,6,5,5,5,7,7,7,7,7,7,7,6,6,6,5,5,6,6,6,1.378,0.101,-0.552,Ocio
5,5,5,6,6,5,6,6,6,6,6,6,4,4,4,4,7,7,7,7,7,6,6,7,7,6,7,7,5,7,5,5,5,5,5,5,6,6,7,6,7,7,7,6,6,6,6,6,7,0.55,0.656,-0.049,Ocio
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,6,7,7,7,7,6,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Negocio
5,5,3,5,5,6,7,5,5,3,4,5,1,5,5,5,7,6,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,4,6,7,6,7,4,4,7,7,7,7,7,7,7,7,0.168,1.489,0.88,Negocio
7,7,5,7,7,7,7,5,6,6,7,7,7,6,3,3,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,5,5,7,3,3,5,4,5,5,4,7,7,7,7,7,6,7,7,-1.138,1.489,0.404,Ocio
6,7,7,6,6,7,7,1,1,6,1,6,1,1,1,1,7,7,5,7,5,7,7,5,7,7,5,7,2,7,3,2,2,5,7,6,6,6,5,7,5,5,7,5,5,5,7,7,7,0.316,-0.177,0.88,Negocio
4,4,1,6,5,2,5,1,1,1,1,1,4,4,4,4,7,7,7,7,7,7,7,7,7,6,7,7,6,7,6,6,7,6,7,7,7,7,7,7,7,7,7,7,6,7,5,5,6,1.528,1.202,-1.481,Negocio
7,6,5,7,6,7,7,7,7,6,5,5,5,5,5,4,7,7,6,7,7,6,7,7,7,7,6,7,6,7,5,5,5,6,5,5,5,5,5,5,5,7,7,7,7,7,6,6,6,-0.356,1.489,-0.552,Ocio
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,6,6,5,7,7,6,7,5,4,4,7,7,7,7,7,7,7,6,6,7,6,5,7,7,7,6,1.276,0.637,0.378,Negocio
6,6,6,6,6,6,7,7,7,6,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,6,7,7,7,7,6,7,6,6,6,7,7,7,7,7,7,7,0.989,1.489,0.88,Negocio
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,7,7,5,7,7,7,7,7,7,7,7,7,0.758,1.489,0.88,Negocio
6,6,3,7,6,7,6,6,5,3,2,4,2,2,2,2,6,7,6,4,4,7,6,7,6,4,5,6,4,7,5,5,5,5,6,6,6,7,6,5,5,5,6,5,4,4,7,7,7,0.22,-0.733,0.88,Negocio
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,6,4,5,5,7,7,7,6,7,3,5,7,7,7,6,6,7,7,7,0.662,0.934,0.88,Negocio
5,6,6,7,7,7,7,6,6,6,7,6,6,6,5,7,7,7,7,7,7,7,6,7,7,6,7,7,5,7,6,6,6,7,7,7,7,7,7,7,6,7,7,6,6,6,7,7,7,1.427,0.656,0.88,Ocio
6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,7,7,7,7,7,6,7,7,6,6,6,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.436,0.656,-0.552,Negocio
5,5,5,5,5,5,6,4,4,4,2,6,2,4,4,7,7,7,7,7,6,5,5,6,6,7,5,5,6,7,4,4,4,5,7,7,6,6,7,7,6,7,7,5,6,6,6,7,6,1.093,0.378,-0.098,Negocio
7,7,7,7,7,7,7,7,7,7,7,5,2,2,2,2,7,6,7,7,7,7,7,7,7,7,7,7,6,6,7,3,3,6,6,6,6,6,7,7,7,6,7,6,5,6,7,7,7,0.784,0.369,0.88,Negocio
6,6,5,5,6,5,7,5,5,5,6,7,6,5,5,5,7,7,7,7,5,6,6,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,7,6,6,6,6,5,5,5,6,6,6,-0.036,-0.177,-0.552,Negocio
7,5,6,6,6,7,7,5,5,1,3,5,4,5,5,5,7,7,7,5,7,5,7,7,7,5,4,4,5,4,5,4,4,6,6,6,6,5,7,4,4,7,7,7,7,7,5,5,5,0.092,1.489,-1.984,Negocio
7,3,1,7,6,7,7,7,5,5,2,4,3,1,1,1,7,7,7,7,7,7,7,7,6,5,6,7,5,7,7,4,5,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,1.356,1.489,0.88,Negocio
6,5,6,7,6,6,7,5,3,3,4,6,6,5,5,5,7,7,7,7,7,7,6,5,5,6,4,4,5,5,5,5,5,4,7,7,3,6,6,5,5,4,6,5,4,6,6,7,6,-0.349,-0.196,-0.098,Ocio
7,7,7,7,7,7,7,4,4,4,6,4,2,2,2,2,7,7,7,5,7,6,6,7,6,4,4,6,4,7,5,2,4,5,5,5,6,6,7,5,4,6,6,4,4,4,4,6,6,-0.031,-1.01,-1.504,Negocio
3,7,1,7,7,1,2,4,4,4,4,4,4,4,4,4,7,7,7,5,7,7,5,5,7,4,7,7,5,7,6,6,5,5,7,7,7,7,7,7,7,7,7,5,6,4,7,7,7,1.528,-0.158,0.88,Negocio
3,7,7,7,7,7,7,3,3,3,5,3,3,3,3,3,7,7,7,7,7,5,7,7,7,5,6,6,6,6,5,7,5,7,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,1.399,1.489,-0.552,Negocio
6,6,6,6,6,5,7,5,5,5,5,5,5,3,3,3,7,7,7,7,7,7,7,6,6,5,7,7,6,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Ocio
6,5,5,7,5,7,7,6,6,1,3,6,4,4,4,4,7,7,6,6,6,6,6,5,6,7,6,7,6,6,5,5,4,6,5,5,7,6,5,5,5,6,6,6,5,5,7,7,7,0,0.101,0.88,Ocio
5,4,3,6,5,5,5,5,5,3,3,4,6,6,6,6,6,5,5,7,7,7,6,6,7,6,5,5,5,5,4,3,4,7,7,7,6,6,7,7,6,6,6,6,4,6,6,7,7,0.942,0.081,0.404,Negocio
5,5,5,7,7,5,5,5,5,2,1,1,1,1,1,1,7,7,7,7,5,7,7,7,7,5,5,7,5,7,5,5,5,7,5,5,7,7,7,7,5,7,7,7,7,7,7,7,7,0.806,1.489,0.88,Ocio
3,4,1,2,5,3,7,3,3,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,6,7,7,5,7,5,5,5,7,6,6,7,7,7,7,7,7,7,7,6,5,7,7,7,1.269,0.666,0.88,Negocio
5,5,5,3,5,5,5,5,4,4,4,4,3,4,4,3,7,7,7,7,7,6,6,5,7,7,6,5,6,6,5,5,5,5,4,5,5,5,5,5,5,5,7,6,5,6,6,6,6,-0.786,0.369,-0.552,Ocio
7,7,3,3,6,7,7,6,6,5,5,6,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,6,5,7,3,3,3,4,4,3,5,5,7,7,6,6,6,6,6,6,7,7,7,-0.301,0.656,0.88,Ocio
5,6,4,7,6,6,5,5,4,1,1,5,5,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,4,7,7,7,7,7,7,7,7,7,7,6,7,4,7,7,7,1.528,0.407,0.88,Negocio
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,5,7,7,7,7,5,7,5,5,7,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Negocio
7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,4,7,7,7,7,6,7,7,7,5,4,4,5,3,3,3,4,1,1,1,7,7,5,4,5,7,7,7,-2.775,-0.464,0.88,Ocio
6,7,7,7,7,7,6,5,5,1,2,7,7,4,5,4,7,7,5,7,6,4,7,7,7,4,6,7,5,7,7,4,3,7,2,2,5,6,7,4,2,6,7,3,5,5,7,7,7,-1.31,-0.733,0.88,Ocio
6,7,7,7,7,7,6,6,5,4,5,6,6,5,6,5,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Ocio
4,4,3,6,6,6,7,2,2,1,2,2,5,5,5,5,7,7,7,5,5,5,3,5,6,4,5,6,5,4,6,5,4,6,4,3,5,6,6,5,4,6,7,5,6,6,6,7,6,-0.715,0.378,-0.098,Negocio
6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,6,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,5,4,6,7,5,6,5,6,6,6,-0.486,0.11,-0.552,Ocio
5,6,6,6,6,6,7,5,6,5,5,5,4,5,5,5,7,7,7,7,7,7,7,7,6,6,7,6,7,7,5,5,5,6,4,4,7,6,6,4,4,7,7,7,7,7,6,6,6,-0.215,1.489,-0.552,Ocio
7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Ocio
3,3,4,7,5,4,5,4,5,3,1,5,5,4.56390977443609,5,5,7,7,7,6,6,5,6,6,6,5,6,6,6,6,7,7,6,7,5,5,7,7,5,6,5,6,6,6,5,5,5,6,6,0.287,0.101,-1.028,Ocio
5,5,5,5,5,5,6,5,5,5,5,6,2,6,3,3,6,6,5,5,5,6,6,5,6,6,5,6,4,6,5,1,4,6,4,4,6,6,5,5,5,7,7,7,7,5,7,7,7,-0.281,0.953,0.88,Ocio
6,6,7,7,6,7,7,7,7,6,7,6,5,4,4,4,7,7,7,7,7,6,6,7,7,7,7,7,6,6,6,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Negocio
5,6,5,5,6,6,6,6,6,6,5,6,5,5,5,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,7,7,6,6,6,7,6,6,0.586,0.656,-0.076,Negocio
7,7,7,7,7,7,7,7,7,6,6,6,4,4,4,4,7,7,7,7,7,5.780769230769231,7,7,7,5,5,5,6,7,3,4,4,4,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,0.793,1.489,0.88,Negocio
5,5,6,6,6,6,6,6,6,6,5,5,6,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,6,4.4393939393939394,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Ocio
6,6,6,7,7,5.537593984962406,6,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,5,6,4,4,6,5.885496183206107,5,5,5,5,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,1.223,1.489,0.88,Negocio
6,4,4,4,4,6,7,7,4,4,4,4,4,4,4,4,7,7,7,7,7,5.780769230769231,5.726923076923077,4,5,4,4,4,6,6,5,3,4,6,3,4,5,5,5,4,4,6,7,4,4,4,6,5,5,-1.122,-1.01,-1.508,Ocio
7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,5,7,7,5,7,7,7,7,6,6,7,6,5,5,5.5437262357414445,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.528,1.489,0.88,Ocio
5,6,6,6,6,4,7,3,3,3,3,3,5,5,5,5,7,7,6,6,6,4,5,6,5,4,7,6,5,6,3,3,4,6,6,5,6,6,6,5,5,7,7,5,5,5,6,3,6,0.229,-0.177,-1.912,Negocio
5,7,6,7,7,7,7,7,5,7,5,7,7,5,7,7,7,7,7,5,7,7,7,5,7,7,7,5,7,5,5,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.271,1.489,0.88,Negocio
